brand,engine_type,fuel,transmission,km,price,year
Škoda,"OCTAVIA COMBI SELECTION 1,5 TSI 110 kW",benzín,manuální převodovka,35366.0,649900,2024.0
Volkswagen,"Passat Alltrack 2,0 TDI 4MOT 7DSG",nafta,automatická převodovka,128190.0,629000,2021.0
SEAT,Arona Style 1.0. TSI 115k DSG,benzín,automatická převodovka,0.0,599900,2026.0
SEAT,Arona Style 1.0. TSI 115k DSG,benzín,automatická převodovka,0.0,599900,2026.0
SEAT,Arona Style 1.0. TSI 115k DSG,benzín,automatická převodovka,0.0,599900,2026.0
SEAT,Arona Style 1.0. TSI 115k DSG,benzín,automatická převodovka,0.0,599900,2026.0
SEAT,Arona Style 1.0. TSI 115k DSG,benzín,automatická převodovka,0.0,596900,2026.0
SEAT,Arona Style 1.0. TSI 115k DSG,benzín,automatická převodovka,0.0,596900,2026.0
SEAT,Arona Style 1.0. TSI 115k DSG,benzín,automatická převodovka,0.0,596900,2026.0
SEAT,Arona Style 1.0. TSI 115k DSG,benzín,automatická převodovka,0.0,596900,2026.0
SEAT,Arona Style 1.0. TSI 115k DSG,benzín,automatická převodovka,0.0,596900,2026.0
SEAT,Arona Style 1.0. TSI 115k DSG,benzín,automatická převodovka,0.0,596900,2026.0
SEAT,Arona Style 1.0. TSI 115k DSG,benzín,automatická převodovka,0.0,596900,2026.0
Škoda,"FABIA SELECTION 1,0 MPI 59 kW",benzín,manuální převodovka,14570.0,369000,2024.0
Škoda,"KAROQ STYLE 2,0 TDI 110 kW DSG 4x4",nafta,automatická převodovka,101785.0,579900,2021.0
Škoda,"OCTAVIA TOP SELECTION 1,5 TSI 110 kW",benzín,manuální převodovka,9301.0,669900,2025.0
Škoda,"SCALA STYLE 1,5 TSI 110 kW DSG",benzín,automatická převodovka,38051.0,519900,2023.0
Škoda,"KAMIQ STYLE 1,0 TSI 81 kW",benzín,manuální převodovka,44560.0,444900,2022.0
Volkswagen,"Tiguan R-Line 2,0 TDI 142 kW 4MOT",nafta,automatická převodovka,50072.0,1049900,2024.0
Volkswagen,"ECO up! 1,0 CNG 5G",CNG,manuální převodovka,177383.0,149900,2022.0
Škoda,"OCTAVIA COMBI RS 2,0 TSI 180 kW DSG",benzín,automatická převodovka,35741.0,759900,2023.0
Volkswagen,Passat Variant Elegance 2.0 TDI,nafta,manuální převodovka,93967.0,479900,2020.0
Škoda,"FABIA COMBI AMBITION 1,0 TSI 81 kW",benzín,manuální převodovka,84861.0,229900,2017.0
Škoda,"KODIAQ SPORTLINE 1,5 TSI 110 kW DSG",benzín,automatická převodovka,0.0,1168900,2026.0
Škoda,"YETI AMBITION 2,0 TDI 81 kW",nafta,manuální převodovka,60663.0,299900,2017.0
Škoda,"SUPERB COMBI SPORTLINE 2,0 TDI 142 kW DS",nafta,automatická převodovka,0.0,1388400,2026.0
Volkswagen,"Passat Variant Comfortline 2,0 TDI DSG",nafta,automatická převodovka,152967.0,299900,2016.0
Škoda,"OCTAVIA COMBI AMBITION 2,0 TDI 85 kW",nafta,manuální převodovka,147643.0,334900,2021.0
Volkswagen Užitkové vozy,"Akční Multivan Long Life 2,0 TDI",nafta,automatická převodovka,0.0,1614900,2026.0
Volkswagen Užitkové vozy,"Akční Multivan Life 2,0 TDI",nafta,automatická převodovka,0.0,1439900,2026.0
Audi,S6 Avant TDI quattro tiptronic,nafta,automatická převodovka,17401.0,1459900,2024.0
Volkswagen Užitkové vozy,"Akční Caddy 2,0 TDI",nafta,manuální převodovka,0.0,715900,2026.0
Volkswagen Užitkové vozy,"Akční Caddy 1,5 TSI",benzín,manuální převodovka,0.0,779900,2026.0
Volkswagen Užitkové vozy,Entry Transporter skříň 2.0 TDI KR,nafta,manuální převodovka,0.0,869900,2026.0
Škoda,"OCTAVIA COMBI AMBITION FRESH 2,0 TDI 85k",nafta,manuální převodovka,27102.0,599000,2024.0
Volkswagen,"Tiguan People 1,5 eTSI 110 kW mHEV",benzín,automatická převodovka,30832.0,849900,2024.0
Audi,S6 Avant TDI quattro tiptronic,nafta,automatická převodovka,11994.0,1429900,2024.0
Škoda,"OCTAVIA SELECTION 1,5 TSI 110 kW",benzín,manuální převodovka,18635.0,659000,2025.0
Škoda,"KAMIQ TOP SELECTION 1,0 TSI 85 kW",benzín,manuální převodovka,12720.0,499900,2025.0
Škoda,"SUPERB SELECTION 2,0 TDI 110 kW DSG",nafta,automatická převodovka,34776.0,809900,2024.0
Škoda,"KAMIQ SELECTION 1,0 TSI 85 kW",benzín,manuální převodovka,26027.0,489000,2024.0
Škoda,"FABIA TOP SELECTION 1,0 TSI 85 kW",benzín,manuální převodovka,26461.0,418000,2024.0
Škoda,"FABIA MONTE CARLO 1,0 TSI 85 kW",benzín,manuální převodovka,8000.0,509900,
Škoda,"OCTAVIA TOP SELECTION 2,0 TDI DSG 110 kW",nafta,automatická převodovka,26699.0,699000,2025.0
Audi,Q3 2.0 TDI quattro Stronic,nafta,automatická převodovka,209579.0,339900,2015.0
Volkswagen,"Golf Variant Highline 1,4 TSI 110 kW",benzín,manuální převodovka,208947.0,219900,2015.0
Škoda,"OCTAVIA STYLE 1,4 TSI 110 kW",benzín,manuální převodovka,135986.0,289900,2015.0
Škoda,"OCTAVIA COMBI STYLE 2,0 TDI 110 kW",nafta,manuální převodovka,12139.0,679900,2023.0
Škoda,"SCALA MONTE CARLO 1,0 TSI 85 kW",benzín,manuální převodovka,15612.0,515000,2024.0
Škoda,"OCTAVIA COMBI SCOUT 2,0 TDI 147 kW DSG 4",nafta,automatická převodovka,127691.0,619900,2021.0
Škoda,ELROQ SPORTLINE 85 210 kW,elektro,automatická převodovka,0.0,1198500,2026.0
Škoda,"KAMIQ SELECTION 1,5 TSI 110 kW DSG",benzín,automatická převodovka,0.0,691700,2026.0
Škoda,"KAMIQ SELECTION 1,5 TSI 110 kW DSG",benzín,automatická převodovka,0.0,680700,2026.0
Škoda,"KAMIQ SELECTION 1,0 TSI 85 kW DSG",benzín,automatická převodovka,0.0,589200,2026.0
Škoda,"KAMIQ SELECTION 1,0 TSI 85 kW",benzín,manuální převodovka,0.0,600700,2026.0
Škoda,"KAMIQ SELECTION 1,0 TSI 85 kW DSG",benzín,automatická převodovka,0.0,584300,2026.0
Škoda,"SCALA SELECTION 1,0 TSI 85 kW",benzín,manuální převodovka,19594.0,439000,2024.0
Škoda,"KAROQ SPORTLINE 2,0 TDI 110 kW",nafta,manuální převodovka,169158.0,469900,2020.0
Škoda,"OCTAVIA COMBI AMBITION 1,5 TSI 110 kW",benzín,manuální převodovka,34693.0,539900,2023.0
Škoda,"OCTAVIA COMBI STYLE 1,5 TSI 110 kW",benzín,manuální převodovka,40722.0,589900,2023.0
Volkswagen,"Tiguan Maraton Edition 1,5 TSI 6G",benzín,manuální převodovka,90670.0,459900,2019.0
Mitsubishi,"ASX 1,8 DiD 85 kW",nafta,manuální převodovka,234061.0,79900,2011.0
Peugeot,"5008 2,0 HDi 110 kW",nafta,manuální převodovka,276713.0,109900,2015.0
Škoda,"RAPID SPACEBACK AMBITION 1,2 TSI",benzín,manuální převodovka,274621.0,129900,2016.0
Škoda,"KAMIQ SELECTION 1,0 TSI 85 kW",benzín,manuální převodovka,11423.0,519900,2024.0
Volkswagen,"T-Roc Life 1,5 eTSI 85 kW 7DSG",benzín,automatická převodovka,5000.0,696000,2026.0
Volkswagen,"T-Roc Life 1,5 eTSI 110 kW 7DSG",benzín,automatická převodovka,0.0,777000,2026.0
Volkswagen,"T-Roc Life 1,5 eTSI 110 kW 7DSG",benzín,automatická převodovka,0.0,770000,2026.0
Peugeot,"2008 ALLURE 1,6 BLUE HDI 88 kW",nafta,manuální převodovka,211691.0,149900,2016.0
Volkswagen,"Golf People 1,5 eTSI 85 kW 7DSG mHEV",benzín,automatická převodovka,0.0,650670,2026.0
Škoda,"OCTAVIA COMBI SELECTION 2,0 TDI 110 kW D",nafta,automatická převodovka,0.0,929300,2026.0
Mercedes-Benz,Mercedes Benz Vito Tourer 116 CDI,nafta,manuální převodovka,127873.0,429900,2017.0
Volkswagen,"Tiguan People 1,5 eTSI 110 kW mHEV",benzín,automatická převodovka,25966.0,849900,2024.0
Audi,RS6 Avant TFSI 441 KW quattro,benzín,automatická převodovka,37991.0,2849900,2022.0
Mitsubishi,"LANCER 1,6 INVITE",benzín,manuální převodovka,192734.0,129900,2015.0
Honda,"CR-V AT 1,6 LIFESTYLE",nafta,automatická převodovka,164550.0,299900,2016.0
Škoda,"KAROQ SELECTION 1,5 TSI 110 kW DSG",benzín,automatická převodovka,0.0,891900,2026.0
Škoda,"OCTAVIA COMBI SELECTION 1,5 TSI 110 kW D",benzín,automatická převodovka,0.0,900700,2026.0
Škoda,"OCTAVIA SELECTION 1,5 TSI 110 kW DSG",benzín,automatická převodovka,0.0,874200,2026.0
Škoda,"OCTAVIA COMBI TOP SELECTION 1,5 TSI 110",benzín,manuální převodovka,26482.0,739000,2024.0
Volkswagen,"BEETLE DESIGN 1,2 TSI 7 DSG",benzín,automatická převodovka,131175.0,289900,2016.0
Volkswagen,"Passat Variant Alltrack 2,0 TDI SCR 4Mot",nafta,manuální převodovka,243423.0,299900,2016.0
Škoda,"KODIAQ SELECTION 2,0 TDI 142 kW DSG 4x4",nafta,automatická převodovka,0.0,1435000,2026.0
Škoda,"SUPERB SPORTLINE 2,0 TDI 142 kW DSG 4x4",nafta,automatická převodovka,0.0,1199000,2026.0
Škoda,"OCTAVIA COMBI SELECTION 2,0 TDI 110 kW D",nafta,automatická převodovka,18591.0,749900,2025.0
Škoda,"SUPERB COMBI SELECTION 2,0 TDI 110 kW DS",nafta,automatická převodovka,40087.0,809900,2024.0
Volkswagen,"Polo People 1,0 TSI 70 kw 5G",benzín,manuální převodovka,0.0,527900,2026.0
Volkswagen,"Tiguan People 1,5 eTSI 110 kW mHEV",benzín,automatická převodovka,25215.0,849900,2024.0
Volkswagen,"Golf People 1,5 eTSI 85 kW 7DSG mHEV",benzín,automatická převodovka,0.0,664900,2026.0
Škoda,"FABIA COMBI AMBITION 1,0 TSI 70 kW",benzín,manuální převodovka,181080.0,229900,2021.0
Škoda,"OCTAVIA COMBI STYLE 1,5 TSI 110 kW",benzín,manuální převodovka,87769.0,499000,2021.0
Škoda,"KODIAQ STYLE 2,0 TDI 147 kW DSG 4x4",nafta,automatická převodovka,35743.0,949000,2022.0
Audi,Q8 SUV 60 TFSI E QUATTRO,hybrid,automatická převodovka,18105.0,2372384,2025.0
Škoda,"OCTAVIA COMBI AMBITION 2,0 TDI 85 kW",nafta,manuální převodovka,51231.0,559900,2024.0
Škoda,"OCTAVIA COMBI AMBITION 1,5 TSI FRESH PLU",benzín,manuální převodovka,55338.0,569000,2024.0
Škoda,"KAROQ SELECTION 1,5 TSI 110 kW DSG",benzín,automatická převodovka,22430.0,739900,2024.0
Audi,Q7 Sline TDI 210kW quattro tiptronic,nafta,automatická převodovka,0.0,2079900,2026.0
Volkswagen,"Golf People 1,5 TSI 6G 85kw",benzín,manuální převodovka,0.0,708500,2026.0
Škoda,"KAMIQ SELECTION 1,0 TSI 85 kW DSG",benzín,automatická převodovka,0.0,604200,2026.0
Škoda,"KAMIQ SELECTION 1,5 TSI 110 kW",benzín,manuální převodovka,0.0,637600,2026.0
Škoda,"KODIAQ SELECTION 2,0 TDI 142 kW DSG 4x4",nafta,automatická převodovka,0.0,1580600,2026.0
Škoda,"KODIAQ SELECTION 2,0 TDI 142 kW DSG 4x4",nafta,automatická převodovka,0.0,1540600,2026.0
Škoda,"OCTAVIA TOP SELECTION 1,5 TSI 110 kW",benzín,manuální převodovka,12969.0,669900,2025.0
Škoda,"FABIA MONTE CARLO 1,0 TSI 85 kW DSG",benzín,automatická převodovka,8874.0,519900,2025.0
Škoda,"OCTAVIA COMBI STYLE 1,5 TSI 110 kW",benzín,manuální převodovka,94901.0,409900,2019.0
Audi,S6 Avant TDI quattro tiptronic,nafta,automatická převodovka,26380.0,1399900,2024.0
Volkswagen,"TIGUAN LIFE 1,5 TSI 110 KW EVO 7DSG",benzín,automatická převodovka,48463.0,654000,2022.0
Škoda,"KAMIQ SELECTION 1,0 TSI 85 kW DSG",benzín,automatická převodovka,0.0,593300,2026.0
Škoda,"KAMIQ SELECTION 1,0 TSI 85 kW",benzín,manuální převodovka,0.0,553800,2026.0
Škoda,"OCTAVIA TOP SELECTION 1,5 TSI 110 kW",benzín,manuální převodovka,17197.0,719900,2024.0
Škoda,"FABIA MONTE CARLO 1,5 TSI 110 kW DSG",benzín,automatická převodovka,12272.0,559900,2025.0
Škoda,"KAMIQ MONTE CARLO 1,5 TSI 110 kW DSG",benzín,automatická převodovka,12374.0,629900,2025.0
Volkswagen,"Golf Variant People 1,5 TSI 85 kw 6G",benzín,manuální převodovka,0.0,616000,2026.0
Honda,"HR-V CVT 1,5 ELEGANCE 19",benzín,automatická převodovka,120030.0,389900,2019.0
Škoda,"OCTAVIA ELEGANCE 1,6 75 kW",benzín,manuální převodovka,243351.0,99900,2008.0
Audi,A6 Avant TDI quattro 220kW Stronic,nafta,automatická převodovka,0.0,2079000,2026.0
Audi,A6 Avant TDI quattro 220kW Stronic,nafta,automatická převodovka,0.0,2449000,2026.0
Audi,A6 Avant TDI quattro 220kW Stronic,nafta,automatická převodovka,0.0,2299000,2026.0
Audi,A6 Avant TDI quattro 220kW Stronic,nafta,automatická převodovka,0.0,2499000,2026.0
Audi,Q7 Sline TDI 210kW quattro tiptronic,nafta,automatická převodovka,0.0,2229000,2026.0
Audi,Q7 Sline TDI 210kW quattro tiptronic,nafta,automatická převodovka,0.0,2249000,2026.0
Audi,Q7 Sline TDI 210kW quattro tiptronic,nafta,automatická převodovka,0.0,2299000,2026.0
SEAT,LEON SP FR 1.5 TSI 130K,benzín,manuální převodovka,80422.0,399000,2021.0
Audi,Q7 Sline TDI 210kW quattro tiptronic,nafta,automatická převodovka,0.0,2099000,2026.0
Audi,Q7 Sline TDI 210kW quattro tiptronic,nafta,automatická převodovka,0.0,2079000,2026.0
Volkswagen,"Passat Elegance 1,5 eTSI 110 kW mHEV",benzín,automatická převodovka,28864.0,829000,2024.0
Škoda,"FABIA MONTE CARLO 1,5 TSI 110 kW DSG",benzín,automatická převodovka,11592.0,559900,2025.0
Audi,Q7 Sline 60 TFSI e quattro tiptronic,hybrid,automatická převodovka,13438.0,2131800,2025.0
CUPRA,Formentor 1.5 eTSI 150k DSG,hybrid,automatická převodovka,10000.0,799900,2025.0
CUPRA,Formentor 1.5 TSI 110 kW DSG,benzín,automatická převodovka,91745.0,609900,2022.0
Škoda,"OCTAVIA SELECTION 1,5 TSI 110 kW",benzín,manuální převodovka,27604.0,629900,2025.0
Škoda,"FABIA COMBI AMBITION 1,0 TSI 70 kW",benzín,manuální převodovka,161113.0,199900,2021.0
Škoda,"KODIAQ EXCLUSIVE 2,0 TDI 142 kW DSG 4x4",nafta,automatická převodovka,30436.0,1174900,2024.0
Peugeot,"107 1,0i TRENDY",benzín,manuální převodovka,71203.0,69900,2009.0
Kia,"CEED GT-LINE 1,6 CRDI 110kW",nafta,manuální převodovka,145808.0,207000,2017.0
Škoda,"KAROQ STYLE 1,5 TSI 110 kW",benzín,manuální převodovka,156657.0,379900,2018.0
Škoda,"KAMIQ TOP SELECTION 1,0 TSI 85 kW",benzín,manuální převodovka,12623.0,499900,2025.0
Audi,S8 TFSI 420 KW QUATTRO,benzín,automatická převodovka,45761.0,1990000,2021.0
Škoda,"KAMIQ SELECTION 1,0 TSI 85 kW DSG",benzín,automatická převodovka,0.0,593300,2026.0
Škoda,"KAMIQ SELECTION 1,0 TSI 85 kW DSG",benzín,automatická převodovka,0.0,593300,2026.0
Škoda,"FABIA MONTE CARLO 1,0 TSI 85 kW",benzín,manuální převodovka,10558.0,489900,2025.0
Škoda,"FABIA MONTE CARLO 1,0 TSI 85 kW DSG",benzín,automatická převodovka,11313.0,519900,2025.0
Škoda,"KAROQ STYLE 2,0 TDI 110 kW DSG 4x4",nafta,automatická převodovka,112475.0,639900,2022.0
Škoda,ENYAQ 50 109 KW/ 55 kwh,elektro,automatická převodovka,63296.0,499000,2022.0
Volkswagen,"Tiguan Comfortline 2,0 TDI 7DSG",nafta,automatická převodovka,117756.0,429900,2017.0
Audi,A4 allroad quattro 40 TDI Stronic,nafta,automatická převodovka,215040.0,459900,2021.0
Škoda,"OCTAVIA STYLE 1,5 TSI 110 kW DSG",benzín,automatická převodovka,26152.0,634000,2024.0
SEAT,Ateca Vamos 1.5 TSI 150k,benzín,manuální převodovka,0.0,706300,2026.0
SEAT,Ateca Vamos 1.5 TSI 150k,benzín,manuální převodovka,0.0,706300,2026.0
Škoda,"SCALA STYLE 1,6 TDI 85 kW",nafta,manuální převodovka,157273.0,322000,2020.0
SEAT,Ateca Vamos 1.5 TSI 150k,benzín,manuální převodovka,0.0,686300,2026.0
Škoda,"KAMIQ MONTE CARLO 1,5 TSI 110 kW DSG",benzín,automatická převodovka,9202.0,629900,2025.0
Škoda,"KODIAQ SPORTLINE 2,0 TDI 142 kW DSG 4x4",nafta,automatická převodovka,10000.0,1348000,2025.0
Škoda,"KAROQ SPORTLINE 2,0 TDI 110 kW DSG 4x4",nafta,automatická převodovka,10000.0,976000,2025.0
Škoda,"KAMIQ MONTE CARLO 1,5 TSI 110 kW DSG",benzín,automatická převodovka,8000.0,669000,2025.0
Škoda,"KAROQ SPORTLINE 1,5 TSI 110 kW DSG",benzín,automatická převodovka,9000.0,837000,2025.0
Škoda,"SCALA MONTE CARLO 1,0 TSI 85 kW DSG",benzín,automatická převodovka,15000.0,589000,2025.0
Škoda,ENYAQ SPORTLINE 85 210 kW,elektro,automatická převodovka,5000.0,1099000,2025.0
Škoda,ELROQ SPORTLINE 60 150 kW,elektro,automatická převodovka,5000.0,989000,2025.0
Škoda,"SUPERB SPORTLINE 2,0 TDI 110 kW DSG",nafta,automatická převodovka,5000.0,1094000,2025.0
Škoda,"KODIAQ SPORTLINE 2,0 TDI 142 kW DSG 4x4",nafta,automatická převodovka,5000.0,1269000,2025.0
Škoda,"KAROQ SPORTLINE 1,5 TSI 110 kW DSG",benzín,automatická převodovka,5000.0,889000,2025.0
Škoda,"KAMIQ MONTE CARLO 1,0 TSI 85 kW DSG",benzín,automatická převodovka,5000.0,599000,2025.0
SEAT,CUPRA Ateca 2.0 TSI 300k DSG 4Drive,benzín,automatická převodovka,102535.0,689900,2022.0
Hyundai,"TUCSON 1,6 CRDi 110KW",nafta,manuální převodovka,61355.0,399900,2020.0
Volkswagen,"T-Roc Style 1,5TSI DSG",benzín,automatická převodovka,73232.0,459900,2019.0
Audi,"A3 ATTRACTION 1,6 75KW",benzín,manuální převodovka,221629.0,39900,2002.0
Škoda,"SUPERB COMBI L&K 2,0 TDI 142 kW DSG 4x4",nafta,automatická převodovka,15134.0,1189000,2024.0
Volkswagen,"Golf Variant CL 2,0 TDI DSG",nafta,automatická převodovka,189193.0,324900,2017.0
Škoda,"KODIAQ L&K 2,0 TDI 147 kW DSG 4x4",nafta,automatická převodovka,122855.0,659900,2020.0
Audi,A6 SPORT 50 TFSI E 220 KW QUATTRO,hybrid,automatická převodovka,151385.0,729900,2021.0
Škoda,"KAMIQ TOP SELECTION 1,0 TSI DSG 85kW",benzín,automatická převodovka,37504.0,498000,2024.0
Škoda,"FABIA TOP SELECTION 1,0 TSI 85 kW DSG",benzín,automatická převodovka,12130.0,479900,2025.0
Volkswagen,"Passat Elegance 2,0 TDI 110 kW DSG",nafta,automatická převodovka,30742.0,849900,2024.0
Volkswagen,"T-Roc R-Line 1,5 eTSI 110 kW 7DSG",benzín,automatická převodovka,0.0,929000,2026.0
Škoda,"KAROQ STYLE 1,5 TSI 110 kW DSG",benzín,automatická převodovka,73254.0,513000,2019.0
Škoda,"OCTAVIA TOP SELECTION 1,5 TSI 110 kW",benzín,manuální převodovka,11694.0,649900,2025.0
Audi,Q7 S LINE 55 TFSI QUATTRO,benzín,automatická převodovka,84074.0,1369900,2022.0
Škoda,"OCTAVIA COMBI AMBITION 2,0 TDI 85 kW",nafta,manuální převodovka,166668.0,319900,2021.0
Volkswagen,"Tiguan People 1,5 eTSI 110 kW mHEV",benzín,automatická převodovka,0.0,873900,2026.0
Škoda,"FABIA MONTE CARLO 1,0 TSI 85 kW DSG",benzín,automatická převodovka,0.0,589000,2026.0
Škoda,"KODIAQ RS 2,0 TSI 195 kW DSG 4x4",benzín,automatická převodovka,0.0,1470000,2026.0
Volkswagen Užitkové vozy,Crafter skříň 35 130kW 8AU FWD SR,nafta,automatická převodovka,0.0,1249900,2026.0
Volkswagen Užitkové vozy,"Akční Caddy Life 1,5 TSI PHEV",hybrid,automatická převodovka,5000.0,899900,
Volkswagen Užitkové vozy,"Akční Multivan Life 2,0 TDI",nafta,automatická převodovka,0.0,1439900,2026.0
Škoda,"KODIAQ STYLE 2,0 TDI 110 kW DSG",nafta,automatická převodovka,40705.0,759900,2022.0
Škoda,"OCTAVIA STYLE 2,0 TDI 85 kW",nafta,manuální převodovka,68363.0,439900,2021.0
Škoda,"SUPERB COMBI L&K 2,0 TDI 110 kW DSG",nafta,automatická převodovka,0.0,1119000,2026.0
Škoda,"SUPERB COMBI L&K 2,0 TDI 110 kW DSG",nafta,automatická převodovka,0.0,1119000,2026.0
Škoda,"SUPERB COMBI SPORTLINE 2,0 TSI 150 kW DS",benzín,automatická převodovka,0.0,1149000,2026.0
Škoda,"SUPERB COMBI L&K 2,0 TDI 110 kW DSG",nafta,automatická převodovka,0.0,1135000,2026.0
Škoda,"SUPERB COMBI SPORTLINE 2,0 TDI 110 kW DS",nafta,automatická převodovka,0.0,1119000,2026.0
Škoda,"SUPERB COMBI SPORTLINE 2,0 TDI 110 kW DS",nafta,automatická převodovka,0.0,1119000,2026.0
Škoda,"KAROQ SPORTLINE 1,5 TSI 110 kW DSG",benzín,automatická převodovka,0.0,899000,2026.0
Škoda,"OCTAVIA COMBI SELECTION 1,5 TSI 110 kW D",benzín,automatická převodovka,0.0,855000,2026.0
Škoda,"OCTAVIA SELECTION 1,5 TSI 110 kW DSG",benzín,automatická převodovka,0.0,805000,2026.0
Škoda,"OCTAVIA SELECTION 1,5 TSI 110 kW DSG",benzín,automatická převodovka,0.0,805000,2026.0
Škoda,"OCTAVIA COMBI SELECTION 1,5 TSI 110 kW D",benzín,automatická převodovka,0.0,855000,2026.0
Škoda,"SCALA MONTE CARLO 1,0 TSI 85 kW DSG",benzín,automatická převodovka,0.0,625000,2026.0
Škoda,"SUPERB COMBI SPORTLINE 2,0 TDI 110 kW DS",nafta,automatická převodovka,0.0,1169000,2026.0
Škoda,"KODIAQ SELECTION 2,0 TDI 110 kW DSG",nafta,automatická převodovka,0.0,1279000,2026.0
Škoda,"KODIAQ SELECTION 2,0 TDI 142 kW DSG 4x4",nafta,automatická převodovka,0.0,1439000,2026.0
Volkswagen Užitkové vozy,Akční ID. Buzz Long Pro 86 kWh,elektro,automatická převodovka,4000.0,1449900,
Volkswagen Užitkové vozy,Akční Crafter skříň 35 103kW 6G FWD DR,nafta,manuální převodovka,0.0,1164900,2026.0
Volkswagen Užitkové vozy,Akční Crafter skříň 35 103kW 6G FWD SR,nafta,manuální převodovka,,1069900,
Volkswagen Užitkové vozy,"Caddy 2,0 TDI 75 kW",nafta,manuální převodovka,222437.0,279900,2017.0
Honda,"CR-V CVT 2,0 HYBRID - SPORT LINE 4WD",hybrid,automatická převodovka,83257.0,634000,2021.0
Škoda,"OCTAVIA SELECTION 1,5 TSI 85 kW",benzín,manuální převodovka,0.0,638200,2026.0
Škoda,"OCTAVIA SELECTION 1,5 TSI 85 kW",benzín,manuální převodovka,0.0,638200,2026.0
Škoda,"SUPERB AMBITION 1,5 TSI 110 kW DSG",benzín,automatická převodovka,140888.0,429000,2021.0
Škoda,"OCTAVIA COMBI AMBITION 2,0 TDI 85 kW DSG",nafta,automatická převodovka,93260.0,469000,2022.0
Kia,SORENTO 2.2 CRDI 4x4,nafta,manuální převodovka,255769.0,149000,2011.0
Volkswagen,"Tiguan Trend & Fun 1,4 TSI (90 kW) 6stup",benzín,manuální převodovka,40936.0,244000,2012.0
Škoda,"FABIA TOP SELECTION 1,0 TSI 85 kW",benzín,manuální převodovka,12393.0,469000,2024.0
Volkswagen,"Golf Variant People 1,5 eTSI 7DSG mHEV",benzín,automatická převodovka,30567.0,644000,2024.0
Audi,A6 Avant TFSI quattro Stronic,benzín,automatická převodovka,0.0,2449000,2026.0
Honda,"CIVIC SEDAN 1,5 VTEC ELEGANCE",benzín,manuální převodovka,259146.0,264000,2019.0
Škoda,"FABIA TOP SELECTION 1,0 TSI 85 kW",benzín,manuální převodovka,17237.0,449000,2024.0
Škoda,"KAMIQ TOP SELECTION 1,0 TSI DSG 85kW",benzín,automatická převodovka,14740.0,549000,2025.0
Volkswagen,"Passat Elegance 1,5 eTSI DSG 110 kW",benzín,automatická převodovka,29906.0,814900,2024.0
Volkswagen,"Tiguan People 1,5 eTSI 110 kW mHEV",benzín,automatická převodovka,29033.0,784900,2024.0
Volkswagen Užitkové vozy,"Transporter 2,0 TDI 4MOTION 110 kW(skříň",nafta,manuální převodovka,134588.0,499000,2018.0
Škoda,"OCTAVIA COMBI STYLE 2,0 TDI 85 kW",nafta,manuální převodovka,16563.0,599000,2024.0
Škoda,OCTAVIA COMBI STYLE 1.5 TSI 110 kW,benzín,manuální převodovka,116533.0,469900,2021.0
Škoda,"OCTAVIA COMBI STYLE 2,0 TDI 110 kW DSG",nafta,automatická převodovka,130220.0,414900,2020.0
Škoda,"OCTAVIA COMBI AMBITION 1,5 TSI 110 kW",benzín,manuální převodovka,172376.0,344900,2021.0
Audi,"A3 Sportback 1,4 TFSI 92 kW",benzín,manuální převodovka,107092.0,154000,2010.0
Audi,Q7 50 TDI QUATTRO,nafta,automatická převodovka,128073.0,1099900,2021.0
Škoda,"KAROQ SPORTLINE 1,5 TSI 110 kW DSG",benzín,automatická převodovka,8000.0,849900,
Škoda,ELROQ SPORTLINE 60 150 kW,elektro,automatická převodovka,5000.0,929900,
Škoda,"KODIAQ SPORTLINE 2,0 TDI 142 kW DSG 4x4",nafta,automatická převodovka,8000.0,1299900,
Škoda,"KAROQ SPORTLINE 2,0 TDI 110 kW DSG 4x4",nafta,automatická převodovka,8000.0,919900,
Škoda,"OCTAVIA COMBI SPORTLINE 1,5 TSI 110 DSG",benzín,automatická převodovka,8000.0,829900,
Škoda,"SCALA MONTE CARLO 1,5 TSI 110 kW DSG",benzín,automatická převodovka,9000.0,629900,
Škoda,"OCTAVIA COMBI ELEGANCE 2,0 TDI 110 kW 4x",nafta,manuální převodovka,250487.0,164000,2014.0
Škoda,"RAPID STYLE 1,0 TSI 70 kW DSG",benzín,automatická převodovka,108023.0,254000,2018.0
Volkswagen,"T-Cross Life 1,0 TSI 70 kW 5G",benzín,manuální převodovka,97284.0,354000,2022.0
Škoda,"OCTAVIA TOP SELECTION 1,5 TSI 110 kW",benzín,manuální převodovka,8456.0,649000,2025.0
CUPRA,Formentor 1.5 eTSI 150k DSG,hybrid,automatická převodovka,5000.0,879900,2025.0
SEAT,Arona FR 1.0 TSI 115k,benzín,manuální převodovka,1500.0,524900,2025.0
Volkswagen,"Tiguan People 2,0 TDI 110 kW DSG",nafta,automatická převodovka,31704.0,849000,2024.0
Volkswagen,"Golf Variant People 1,5 eTSI 7DSG mHEV",benzín,automatická převodovka,30609.0,639900,2024.0
Volkswagen,"Passat Elegance 1,5 eTSI 110 kW mHEV",benzín,automatická převodovka,26263.0,818000,2024.0
Škoda,"FABIA COMBI STYLE 1,0 TSI 70 kW",benzín,manuální převodovka,147727.0,224900,2020.0
Audi,Q7 Sline 50 TDI quattro tiptronic,nafta,automatická převodovka,22689.0,1959900,2025.0
